id,Titel,Body,Kategorie,Datum,Quelle
183,Datenschutz-Verordnung: Nigerianischer Prinz will ab sofort kein Millionenerbe mehr via E-Mail verschenken,"Wohin nur mit den vielen Millionen? Der nigerianische Prinz John Goodenus I. hat auf diese Frage keine Antwort. Denn mit Inkrafttreten der EU-Datenschutzverordnung darf er sein achtstelliges Erbe nicht mehr ungefragt via E-Mail anbieten. Die Brüsseler Bürokraten machen seiner Großzügigkeit einen Strich durch die Rechnung.
LAGOS – Die neue Datenschutzverordnung trifft ehrliche Philanthropen, die in der EU Geschäfte abwickeln wollen, besonders hart. Philanthropen wie Prinz John Goodenus I., der doch nur anderen Menschen eine Freude machen wollte.
„I live in fear. I don’t wanna make error with Europe Union, when I send mail to my good friends. I am good prince“, so Goodenus verzweifelt. „My late father gave me sum of USD 72000000 after he died in Cotonou Republic of Benin. Money is now trapped in UBS bank account in Zurich city of Swiss.“
Potentielle Erben aus Österreich sind wütend: „Seine Exzellenz der Prinz Goodenus I. und wir standen kurz vor einem Deal. Jetzt haben wir 500.000 Euro Bearbeitungsgebühren umsonst ausgegeben“, sagen die Geschädigten Walter M. und Karl-Heinz G. zerknirscht, die bereits das Liechtensteiner Konto „Karin 2, diesmal klappt es hoffentlich“ eingerichtet hatten.


Neue Geschäfte
Nicht nur der Prinz, sondern auch seine Klienten müssen sich jetzt neue Geschäftsfelder suchen. Für die Betroffenen Walter M. und Karl-Heinz G. geht es schon wieder aufwärts. Sie haben per E-Mail neue Angebote bekommen. Beide bauen jetzt von zuhause aus Kugelschreiber zusammen und erwarten sich für Mai einen Gewinn von 15.000 Euro.
Für den Prinzen jedoch nur ein schwacher Trost: „I just want to give you opportunity of money.“ Vor allem die Bürokratie in der EU versteht er nicht. Wenn er auch weiterhin keine Abnehmer für sein Erbe findet, sieht er für sich keinen anderen Ausweg, als die 72 Millionen US-Dollar anzuzünden.






",Leben,2018-05-23 12:35:46,Reuters
184,Fünf Jahre Stillstand und Chaos? Italien droht Bildung einer Regierung,"Keine Führung, keine Minister. Monatelang erlebte das politische Leben in Italien eine Renaissance. Doch jetzt droht dem Land jahrelanges Chaos und Stillstand. Denn die zwei stimmenstärksten Parteien haben sich auf eine Regierung geeinigt. Beobachter warnen vor gravierenden Folgen, sollte ein Premierminister angelobt werden. 
ROM – Seit der letzten Wahl schien Italien endlich auf dem richtigen Weg, erzählt ein italienischer Politologe. „Die Putzfrau im Parlament hat nebenbei auch den Staatshaushalt aufgeräumt. Der Portier hat das Sicherheitsbudget gemacht. Der Obdachlose vor dem Eingang hat in heiklen Fragen mit Brüssel telefoniert.“ Italien funktioniert endlich.
Doch nun nimmt das Dolce Vita für die Italiener ein jähes Ende. Die Bildung einer Regierung droht, den Fortschritt im Keim zu ersticken.
Bevölkerung in Angst
„Ich hab gedacht, die dunklen Zeiten sind vorbei“, erklärt der 84-jährige Zeitzeuge Paolo T. „Ich habe so viele Regierungen miterlebt, sie haben uns alles genommen. Haben die jungen Leute denn nichts gelernt?“


Brüssel schweigt
Die EU will sich zur Causa offiziell nicht äußern. Hinter vorgehaltener Hand befürchten hohe Vertreter jedoch, Italien könnte das nächste Krisengebiet werden, wo durchgeknallte Fanatiker Werte wie Demokratie, Pressefreiheit und Menschenrechte mit Füßen treten. „Doch vorerst gehen wir nicht davon aus, dass Italien das nächste Österreich wird“, erklärt ein Kommissionssprecher.

",Welt,2018-05-22 09:34:16,Reuters
185,Auch SVA muss sparen: Nur noch drei statt neun Höllenringe,"Die Reform der Krankenkassen trifft alle. Auch die Sozialversicherungsanstalt der gewerblichen Wirtschaft (SVA) muss den Gürtel enger schnallen. Sie betreibt künftig nur mehr drei statt neun Höllenringe, verteilt auf ganz Österreich.
WIEN – Bundeskanzler Sebastian Kurz versucht, zu beschwichtigen: „Wir sparen nicht bei den Menschen, sondern beim System. Also, beim Immunsystem der Patienten.“ Kurz legt medienwirksam selbst Hand an, um das Gesundheitssystem zu entlasten. Vor Journalisten schließt er im Wiener AKH eigenhändig einen Darmdurchbruch.
Doch Experten befürchten, die SVA könnte künftig nicht mehr in der Lage sein, alle Selbstständigen ausreichend mit willkürlichen Beitragsbemessungen und existenzgefährdenden Nachzahlungen zu terrorisieren.
System ächzt
„Wir arbeiten schon jetzt am Limit“, sagt SVA-Höllenmitarbeiter Jörg Haider, während er gemeinsam mit Adolf Hitler und Kampfhund Chico einige tausend Nachzahlungsbescheide frankiert und versendet. Seit Tagen schieben sie Überstunden, um den Beitragszahlern sämtliche ihnen zustehenden Höllenqualen bereiten zu können.


Trotz Beschwichtigungen der Leitung wurden zwanzig SVA-Folterknechte beim AMS zur Kündigung angemeldet. Im Rahmen eines Sozialplans sollen sie jetzt zu Ö3-Weckermoderatoren umgeschult werden.

",Politik,2018-05-22 08:47:21,Reuters
186,Vorauseilender Gehorsam: ORF baut Norbert Hofer in royale Hochzeit ein,,Foto,2018-05-19 14:42:41,Reuters
187,WKO-Funktionäre begrüßen neuen Präsidenten Harald Mahrer,"WKO-Funktionäre begrüßen ihren neuen Präsidenten Harald Mahrer gemäß der Tradition.
",Foto,2018-05-18 11:58:13,Reuters
188,Macht Platz für Nachfolger: Leitl schafft ersten Arbeitsplatz seines Lebens,"Die Ära von WKO-Präsident Christoph Leitl endet mit einer Erfolgsmeldung: Durch seinen Abtritt schafft der Kammerfunktionär den ersten Arbeitsplatz seines Lebens. In den Genuss dieses persönlichen Meilensteins kommt Harald Mahrer, der Leitls Posten mit heutigem Tage übernimmt.
WIEN – In einer festlichen Zeremonie übergibt der scheidende Präsident seinen Büroschlüssel und seinen Grinser an Harald Mahrer. „Ich habe mein ganzes Leben auf diesen Moment hingearbeitet und endlich einen Job geschaffen, der durchaus mit Arbeit verbunden ist“, erklärt Leitl stolz im Kreise von Weggefährten und engen Freunden. „Mit diesem Erfolg steigt die Anzahl der durch die WKO geschaffenen Jobs mit einem Schlag um 100%.“
Leitl übergibt Büroschlüssel und Grinser.
Doch Harald Mahrer darf sich noch nicht auf seinen Lorbeeren ausruhen. Die ersten 36 Monate wird er lediglich über eine slowakische Leiharbeitsfirma für 900 Euro netto bei der WKO arbeiten – ein Zeichen für Leitls Kampf für mehr Bürokratie-Abbau.
Erstes Abtasten
Harald Mahrer, dem ein Ruf vorauseilt, ein schwieriger Chef zu sein, will von Anfang an Wert auf ein gutes Einvernehmen mit seinen neuen Mitarbeitern legen: „Es gab auch schon ein erstes vorsichtiges Abtasten, ein Kennenlernen. Ich habe allen meinen Sänftenträgern in vertraulichen Vier-Augen-Geschreien bereits das Du-Wort angeordnet“, erzählt der hippe Jungpolitiker vor Journalisten.


Mahrer will die WKO modernisieren und auf ihre ursprünglichen Werte zurückbesinnen: „In den vergangenen Jahren hat sich für Selbstständige viel verbessert“, so der neue Präsident. „Wir werden diesen Kurs sofort wieder korrigieren.“

",Politik,2018-05-18 11:32:50,Reuters
189,ORF-Umfärbung: Das wird neu am Küniglberg,"Der Wind am Küniglberg dreht sich. Mit Norbert Steger übernimmt ein FPÖ-Intimus den mächtigen Stiftungsrat. Wie äußert sich das in der zukünftigen Programmgestaltung? Die Tagespresse präsentiert eine Übersicht.
Adaptiertes Kinderprogramm

Helmi bringt den Kleinsten sichere Überholmanöver am Pannenstreifen bei Tempo 140 näher. In einer neuen Tom-Turbo-Folge will Bösewicht Komm.-Rat Gruselglatz eine Schauspielergewerkschaft gründen. Er wird in letzter Sekunde von Tom Turbo mit dem turbotollen Trick 28 beim Arbeitsgericht gekündigt.
Auch neu im Programm: Der Kickl-Contest. Talentierte Kinder singen die besten Songs aus dem Liederbuch der Burschenschaft Germania.


Neue Talk-Sendung
Outside Brüssel : Das kritische Europamagazin mit EU-Bauer Manfred Tisal. Hochkarätige Live-Diskussionen aus dem Tankstellencafé Erni in Villach
Willkommen Österreich mit Zuwachs
 ORF/Hans Leitner




Die beliebten Comedians Stermann & Grissemann werden verstärkt vom Wegscheider. Ohne Blatt vor dem Mund nimmt der freche ServusTV-Satiriker die Mächtigen des Landes auf die Schaufel (Flüchtlinge, Arme, Frauen, etc.).
Gaumenschmaus
Auch eine neue Kochsendung für bürgerliche Kurz-Fans ist geplant: „Meine Mama kocht besser als deine, weil sie sich die teuren Zutaten vom Bio-Markt leisten kann und deine Mama arm ist, hahaha“. Unterhaltung auf höchstem Niveau!
Die Große Chance der Flüchtlinge

Ganz Österreich fiebert mit, wenn 10.000 Flüchtlinge aus Afghanistan, Syrien und Somalia um einen positiven Asylbescheid rittern. Jeden Freitag entscheiden die Juroren Wolfgang Sobotka, Herbert Kickl und Tassilo Wallentin, wer bleiben darf und für wen es heißt: Ab zurück ins Mittelmeer! Dem Gewinner winkt eine Karriere als Spargel-Erntehelfer im Marchfeld.
Bezaubernder Jeannée
In dieser neuen lustigen Comedy-Serie erscheint ein Geist aus der Weinflasche und überrascht sein Umfeld mit wirren, frauenfeindlichen Ratschlägen.
MA 1941

Ein chaotisches Wiener Magistrat muss bei der Arisierung mithelfen. Der liebenswerte Gauleiter Breitfuß kann nur mit Mühe die Disziplin im Büro aufrechterhalten und sorgt mit seinem fanatischen Antisemitismus für Lacher.
Leitkulturmontag
Schluss mit entarteter Kunst! Die Kultursendung für den Patrioten berichtet von der aufstrebenden Pop-Art-Künstlerin Tanja Playner, die bisher nur in ihrem Freundes- und Verwandtenkreis bekannt war, sowie von todesmutigen Störaktionen der Identitären bei Theateraufführungen von Flüchtlingskindern.

",Leben,2018-05-17 14:05:18,Reuters
190,Erfolgreicher Freihandel: Strache und Kern tauschen ihre Meinung zu CETA,"So kann Freihandel funktionieren! FPÖ-Chef Heinz-Christian Strache und SPÖ-Chef Christian Kern haben ihre Meinungen zu CETA erfolgreich ausgetauscht. Die SPÖ ist jetzt gegen das Freihandelsabkommen, die FPÖ dafür. Beobachter sprechen von einem Musterbeispiel für die Vorteile des Handels über alle Parteigrenzen hinweg. 
WIEN – „Das Abkommen mit Kanadaland ist ein logischer Schritt“, erklärt Strache stolz. „Unsere Länder hatten immer schon viel gemeinsam. Die rot-weiße Flagge, Braunbären, unzählige Hinterwäldler.“
Doch nicht jedes Freihandelsabkommen sei wünschenswert, so Strache. Den Anti-EU-Kurs will die FPÖ weiterhin fahren. „Wir wollen so schnell wie möglich aus dieser Grusel-EU raus und planen stattdessen den Anschluss an Kanadaland.“
SPÖ erfreut
Auch Christian Kern ist mit dem Tauschhandel zufrieden: „Jetzt, wo wir  unwichtig sind, hat unsere Meinung sowieso kein Gewicht mehr. Es ist in Wirklichkeit völlig powidl was wir denken, weil wir in der Opposition sind. Ich hab gestern im Parlament die Abschaffung der Gewerkschaft gefordert, und keiner hat berichtet.“


Studie belegt Vorteile
Die Industriellenvereinigung ist vom Deal begeistert. Um die Vorteile von CETA zu zeigen, präsentiert sie vor Journalisten im Palais Coburg eine neue Studie, die ein Forscher in Microsoft Paint 95 mit geschlossenen Augen durchgeführt hat.
Copyright: Industriellenvereinigung
Alle Journalisten klatschen euphorisch und veröffentlichen die Studie. Ein „Die Presse“-Journalist hyperventiliert vor Begeisterung und muss in die stabile Seitenlage gebracht werden.




FPÖ-Chef Strache schließt nach CETA weitere Kehrtwenden jedoch aus: „Ein HC dreht seine Position doch nicht mit dem Wind. Die FPÖ wird daher natürlich auch weiterhin für eine Verdreifachung der GIS-Gebühren eintreten.“

",Politik,2018-05-16 11:28:08,Reuters
191,Trend zum Home-Office: Immer mehr Profi-Fußballer arbeiten von daheim,"Immer mehr Arbeitnehmer arbeiten von Zuhause aus, um eine bessere Work-Life-Balance zu schaffen. Stand diese Option bislang vor allem für klassische Bürojobs offen, ist der Trend zur Telearbeit dank moderner Technik nun auch im Profifußball angekommen.
Wie dies im Arbeitsalltag funktioniert, erfahren wir bei Profi-Kicker Steffen Hofmann. Stolz führt er uns in sein Wohnzimmer, wo er sich auf der Couch seinen neuen Arbeitsplatz eingerichtet hat.
Zu Dienstbeginn loggt er sich in sein Sony Home-Office-Terminal ein und startet die Telearbeitssoftware „FIFA 18 – ÖFB Edition“, eine adaptierte Version für den hiesigen Markt ohne Zuschauer und ohne internationale Bewerbe, dafür mit regelmäßigen Platzstürmen von Ultras.
Höhere Lebensqualität
„Das mit dem Home-Office ist einfach leiwand! Keine Dienstreisen, keine schweißelnden Kollegen und vor allem keine ORF-Interviews mehr!“, freut sich Steffen, während er wild auf seinem Controller herumdrückt.


Zwar fällt dem Mittelfeldspieler wegen fehlender Interviews mit Oliver Polzer die Erschwerniszulage weg. Diese finanzielle Einbußen sei ihm seine psychische Gesundheit aber wert, schildert er. Auch die Familie kann im Beruf jetzt mithelfen, so lässt er sich bei manchen Spielen von seinem 7-jährigen Sohn vertreten.
Das Mehr an Lebensqualität hat mittlerweile auch seine Lebensgefährtin zum Umstieg bewegt: Die hauptberufliche Sozialarbeiterin macht seit kurzem Home-Office mit dem Programm „Die Sims“, erzählt Steffen. „Es ist für sie eine extreme Erleichterung, weil ihr echte Menschen samt ihren Problemen schon immer ziemlich auf die Nerven gegangen sind.“






",Sport,2018-05-15 12:10:33,Reuters
192,Klimagipfel: Sebastian Kurz präsentiert Geilotesla,"Beim Klimagipfel liefert Sebastian Kurz mit seinem neuen Geilotesla den Hingucker des Tages.
",Foto,2018-05-15 00:00:13,Reuters
193,Wurde ohne Magister-Titel aufgerufen: Patient nahm 20 Geiseln in Wiener Arztpraxis,"Großeinsatz der Polizei in Wien-Josefstadt: Ein Mann wurde in der Ordination eines HNO-Arztes ohne seinen Magister-Titel aufgerufen. Bei dem Akademiker brannten die Sicherungen durch. Er nahm 20 Patienten als Geiseln und verschanzte sich stundenlang im Wartezimmer. 
Der Einsatz gestaltete sich für die Exekutive als äußerst schwierig: „Man hat diesem Mann seinen akademischen Titel weggenommen. Er hatte nichts mehr zu verlieren“, erklärt der Polizeisprecher Mag. BA Hofrat Kommissar Markus Berger.
Der Geiselnehmer ist studierter Jurist und forderte die vollständige und korrekte Nennung seines Titels Magister iuris durch den HNO-Arzt. Für jede Minute, die er ohne seinen kostbaren Titel leben musste, drohte er, einer Geisel „etwas Schlimmes“ anzutun und sie ebenfalls ohne Titel anzusprechen – ein Horrorszenario, das die Polizei unter allen Umständen vermeiden wollte.
Schwierige Situation
Der HNO-Arzt ist derzeit nicht fähig, mit Ermittlern zu sprechen und wird psychologisch betreut. „Er macht sich schwere Vorwürfe, dass er den Jurist nicht sofort als gleichwertigen Mensch erkannt hat, sondern ihn wie den gewöhnlichen, titellosen Abschaum im Wartezimmer behandelt hat“, erklärt ein Psychologe die verfahrene Situation.


Erst nach Stunden konnte der durchgedrehte Akademiker zum Aufgeben überredet und die Geiseln befreit werden. Die Cobra hat dem Geiselnehmer einen MBA-Titel an einer renommierten Universität gekauft und somit seine Titelgeilheit befriedigt.

",Leben,2018-05-14 12:40:19,Reuters
194,Muttertag: Sebastian Kurz schenkt seiner Mama Vorarlberg,"Zum Muttertag hat sich Bundeskanzler Sebastian Kurz etwas ganz Besonderes einfallen lassen: Er schenkt seiner Mutter das Bundesland Vorarlberg. Mit dem Geschenk will er sich für ihre jahrelange Hingabe, Liebe und Unterstützung erkenntlich zeigen.
„Liebe Mama! Ich weiß, dass diese kleine Aufmerksamkeit deine Mühen über all die Jahre in keiner Weise aufwiegen“, erklärt Kurz, während er seiner Mutter ein Überraschungsfrühstück am Rücken von Gernot Blümel ans Bett serviert. „Dennoch hoffe ich, dass du dieses Bundesland annimmst und die Vorarlberger als deine Untertanen akzeptierst.“
Neben dem gesetzlichen Sondererlass und einer Dankeskarte überreichte er ihr außerdem ein Duden-Wörterbuch, um die Verständigung mit den sonderbaren Einheimischen in ihrer bizarren Sprache zu ermöglichen.
Vorarlbergs bisheriger Landeshauptmann Markus Wallner wurde von der Maßnahme bereits informiert und befindet sich am Weg ins Exil. Die Einwohner Vorarlbergs werden dazu aufgerufen, Ruhe zu bewahren. Schlägertrupps der JVP werden die Aufrechterhaltung der öffentlichen Ordnung sicherstellen.




",Politik,2018-05-13 10:34:04,Reuters
